time(days),prey(ind/m3),predator(ind/m3)
1.360272054410882170e+01,8.523077026383369059e+01,9.080332329504907207e+00
1.370274054810962205e+01,8.522551186259322265e+01,9.085405391307316947e+00
1.380276055211042241e+01,8.522009924665940162e+01,9.090471590780110134e+00
1.390278055611122277e+01,8.521454096475387985e+01,9.095530636171490713e+00
1.400280056011202312e+01,8.520884518098092997e+01,9.100582249246130573e+00
1.410282056411282348e+01,8.520301967482760119e+01,9.105626165285174878e+00
1.420284056811362206e+01,8.519707179834182398e+01,9.110662134960616498e+00
1.430286057211442241e+01,8.519100829666517427e+01,9.115689931042034289e+00
1.440288057611522277e+01,8.518483556517485056e+01,9.120709338563393942e+00
1.450290058011602312e+01,8.517855976359632564e+01,9.125720150914615303e+00
1.460292058411682348e+01,8.517218681609745090e+01,9.130722169839556202e+00
1.470294058811762383e+01,8.516572241128839948e+01,9.135715205435994690e+00
1.480296059211842419e+01,8.515917200222172312e+01,9.140699076155648584e+00
1.490298059611922454e+01,8.515254080639233791e+01,9.145673608804155919e+00
1.500300060012002490e+01,8.514583380573749594e+01,9.150638638541094494e+00
1.510302060412082348e+01,8.513905574663678522e+01,9.155594008879962331e+00
1.520304060812162383e+01,8.513221111383464290e+01,9.160539572838477085e+00
1.530306061212242419e+01,8.512530402100932747e+01,9.165475197055300782e+00
1.540308061612322454e+01,8.511833836805472231e+01,9.170400755743777665e+00
1.550310062012402490e+01,8.511131791075449371e+01,9.175316128290820217e+00
1.560312062412482526e+01,8.510424626083734267e+01,9.180221199255679920e+00
1.570314062812562561e+01,8.509712688597690544e+01,9.185115858369966801e+00
1.580316063212642597e+01,8.508996310979181033e+01,9.190000000537633440e+00
1.590318063612722632e+01,8.508275811184563509e+01,9.194873525834983852e+00
1.600320064012802490e+01,8.507551492764696377e+01,9.199736339510669936e+00
1.610322064412882526e+01,8.506823644864934408e+01,9.204588351985696804e+00
1.620324064812962561e+01,8.506092540627321341e+01,9.209429479560307996e+00
1.630326065213042597e+01,8.505358430500342592e+01,9.214259646946759474e+00
1.640328065613122632e+01,8.504621551873316321e+01,9.219078783547306699e+00
1.650330066013202668e+01,8.503882133328249893e+01,9.223886821976476469e+00
1.660332066413282703e+01,8.503140394643040167e+01,9.228683698060329732e+00
1.670334066813362739e+01,8.502396546791466392e+01,9.233469350836470468e+00
1.680336067213442774e+01,8.501650791943201568e+01,9.238243722554047466e+00
1.690338067613522810e+01,8.500903323463801087e+01,9.243006758673743661e+00
1.700340068013602846e+01,8.500154325914708409e+01,9.247758407867786801e+00
1.710342068413682881e+01,8.499403975053253646e+01,9.252498622019945884e+00
1.720344068813762917e+01,8.498652436846222713e+01,9.257227356661218209e+00
1.730346069213842952e+01,8.497899863363861073e+01,9.261944572533623798e+00
1.740348069613922632e+01,8.497146398698214398e+01,9.266650233293672656e+00
1.750350070014002668e+01,8.496392181559660628e+01,9.271344304600468433e+00
1.760352070414082704e+01,8.495637345278754538e+01,9.276026754115271444e+00
1.770354070814162739e+01,8.494882017806224894e+01,9.280697551501503995e+00
1.780356071214242775e+01,8.494126321712971617e+01,9.285356668424743276e+00
1.790358071614322810e+01,8.493370374190068617e+01,9.290004078552728473e+00
1.800360072014402846e+01,8.492614287048763799e+01,9.294639757555357207e+00
1.810362072414482881e+01,8.491858166720479062e+01,9.299263683104683764e+00
1.820364072814562917e+01,8.491102113641618132e+01,9.303875835144751250e+00
1.830366073214642952e+01,8.490346219719586429e+01,9.308476196862185859e+00
1.840368073614722988e+01,8.489590571984649614e+01,9.313064753263946116e+00
1.850370074014803023e+01,8.488835254178542300e+01,9.317641490612365018e+00
1.860372074414883059e+01,8.488080346755518235e+01,9.322206396424888908e+00
1.870374074814963095e+01,8.487325926882347460e+01,9.326759459474077474e+00
1.880376075215043130e+01,8.486572068438314886e+01,9.331300669787605528e+00
1.890378075615123166e+01,8.485818842015220298e+01,9.335830018648259454e+00
1.900380076015203201e+01,8.485066314917385455e+01,9.340347498593942532e+00
1.910382076415283237e+01,8.484314551161641305e+01,9.344853103417667839e+00
1.920384076815363272e+01,8.483563611088257517e+01,9.349346828335900028e+00
1.930386077215442953e+01,8.482813549784577845e+01,9.353828670595584427e+00
1.940388077615522988e+01,8.482064419353423546e+01,9.358298628588434198e+00
1.950390078015603024e+01,8.481316269888090176e+01,9.362756701498875955e+00
1.960392078415683059e+01,8.480569149472921708e+01,9.367202889303891666e+00
1.970394078815763095e+01,8.479823104183319060e+01,9.371637192773016878e+00
1.980396079215843130e+01,8.479078178085738671e+01,9.376059613468349596e+00
1.990398079615923166e+01,8.478334413237686817e+01,9.380470153744541406e+00
2.000400080016003201e+01,8.477591849687729564e+01,9.384868816748801024e+00
2.010402080416083237e+01,8.476850525475482812e+01,9.389255606420896072e+00
2.020404080816163273e+01,8.476110476380706871e+01,9.393630527599293956e+00
2.030406081216243308e+01,8.475371734931404433e+01,9.397993586405043231e+00
2.040408081616323344e+01,8.474634331826624134e+01,9.402344789685647797e+00
2.050410082016403379e+01,8.473898296537689134e+01,9.406684144793834079e+00
2.060412082416483415e+01,8.473163657308526808e+01,9.411011659587453337e+00
2.070414082816563450e+01,8.472430441155665903e+01,9.415327342429481661e+00
2.080416083216643486e+01,8.471698673868233698e+01,9.419631202188030628e+00
2.090418083616723521e+01,8.470968380007963106e+01,9.423923248236329542e+00
2.100420084016803557e+01,8.470239582909185572e+01,9.428203490452739644e+00
2.110422084416883237e+01,8.469512304678835335e+01,9.432471939220752333e+00
2.120424084816963273e+01,8.468786566030316010e+01,9.436728605496957911e+00
2.130426085217043308e+01,8.468062385649213297e+01,9.440973501057634110e+00
2.140428085617123344e+01,8.467339781098215212e+01,9.445206638145418054e+00
2.150430086017203379e+01,8.466618769190459659e+01,9.449428029328579726e+00
2.160432086417283415e+01,8.465899365989714909e+01,9.453637687500979325e+00
2.170434086817363450e+01,8.465181586810371073e+01,9.457835625882054842e+00
2.180436087217443486e+01,8.464465446217448630e+01,9.462021858016830933e+00
2.190438087617523522e+01,8.463750958026594162e+01,9.466196397775911819e+00
2.200440088017603557e+01,8.463038135304080356e+01,9.470359259355491943e+00
2.210442088417683593e+01,8.462326990366804580e+01,9.474510457277341757e+00
2.220444088817763628e+01,8.461617534668468465e+01,9.478650006433300135e+00
2.230446089217843664e+01,8.460909778384859692e+01,9.482777922247128899e+00
2.240448089617923699e+01,8.460203731000706284e+01,9.486894220446229653e+00
2.250450090018003735e+01,8.459499401543868657e+01,9.490998916970612598e+00
2.260452090418083770e+01,8.458796798585430565e+01,9.495092027972852122e+00
2.270454090818163806e+01,8.458095930239699101e+01,9.499173569818102791e+00
2.280456091218243841e+01,8.457396804164201853e+01,9.503243559084085135e+00
2.290458091618323522e+01,8.456699427559691173e+01,9.507302012561090976e+00
2.300460092018403557e+01,8.456003807170141329e+01,9.511348947251990538e+00
2.310462092418483593e+01,8.455309949282748505e+01,9.515384380372214679e+00
2.320464092818563628e+01,8.454617859646619138e+01,9.519408329379743350e+00
2.330466093218643664e+01,8.453927543193547933e+01,9.523420812084420817e+00
2.340468093618723699e+01,8.453239004428739634e+01,9.527421846497041713e+00
2.350470094018803735e+01,8.452552247579831146e+01,9.531411450769066818e+00
2.360472094418883771e+01,8.451867276596937018e+01,9.535389643192614173e+00
2.370474094818963806e+01,8.451184095152648013e+01,9.539356442200450203e+00
2.380476095219043842e+01,8.450502706642028272e+01,9.543311866365993268e+00
2.390478095619123877e+01,8.449823114182622419e+01,9.547255934403315436e+00
2.400480096019203913e+01,8.449145320614447030e+01,9.551188665167140712e+00
2.410482096419283948e+01,8.448469328499994901e+01,9.555110077652843259e+00
2.420484096819363984e+01,8.447795140063357167e+01,9.559020191017395973e+00
2.430486097219444019e+01,8.447122756995185000e+01,9.562919024655940348e+00
2.440488097619524055e+01,8.446452180721790626e+01,9.566806598098914094e+00
2.450490098019604090e+01,8.445783412501876342e+01,9.570682930970933810e+00
2.460492098419684126e+01,8.445116453426550152e+01,9.574548042990782548e+00
2.470494098819763806e+01,8.444451304419322923e+01,9.578401953971409810e+00
2.480496099219843842e+01,8.443787966236114073e+01,9.582244683819933329e+00
2.490498099619923877e+01,8.443126439465245880e+01,9.586076252537633735e+00
2.500500100020003913e+01,8.442466724527443489e+01,9.589896680219959890e+00
2.510502100420083949e+01,8.441808821675839170e+01,9.593705987056527107e+00
2.520504100820163984e+01,8.441152730948128635e+01,9.597504193346418688e+00
2.530506101220244020e+01,8.440498452024384335e+01,9.601291319554103865e+00
2.540508101620324055e+01,8.439845984420107072e+01,9.605067386236642690e+00
2.550510102020404091e+01,8.439195327550703496e+01,9.608832414014575107e+00
2.560512102420484126e+01,8.438546480731478994e+01,9.612586423571912064e+00
2.570514102820564162e+01,8.437899443177644798e+01,9.616329435656139069e+00
2.580516103220644197e+01,8.437254214004310882e+01,9.620061471078216186e+00
2.590518103620724233e+01,8.436610792226491640e+01,9.623782550712574491e+00
2.600520104020804268e+01,8.435969176759104471e+01,9.627492695497119612e+00
2.610522104420884304e+01,8.435329366416966934e+01,9.631191926433228190e+00
2.620524104820964340e+01,8.434691359875462524e+01,9.634880264597478927e+00
2.630526105221044375e+01,8.434055155561999584e+01,9.638557731184388189e+00
2.640528105621124411e+01,8.433420751800969128e+01,9.642224347452588162e+00
2.650530106021204446e+01,8.432788146858170819e+01,9.645880134703347153e+00
2.660532106421284126e+01,8.432157338940817226e+01,9.649525114280567806e+00
2.670534106821364162e+01,8.431528326197526724e+01,9.653159307570783554e+00
2.680536107221444198e+01,8.430901106718327753e+01,9.656782736003158618e+00
2.690538107621524233e+01,8.430275678534654560e+01,9.660395421049489784e+00
2.700540108021604269e+01,8.429652039619351456e+01,9.663997384224206399e+00
2.710542108421684304e+01,8.429030187886669978e+01,9.667588647084368603e+00
2.720544108821764340e+01,8.428410121158643165e+01,9.671169231239097996e+00
2.730546109221844375e+01,8.427791837078406445e+01,9.674739158383722781e+00
2.740548109621924411e+01,8.427175333224214171e+01,9.678298450258120411e+00
2.750550110022004446e+01,8.426560607141303194e+01,9.681847128630147736e+00
2.760552110422084482e+01,8.425947656341894287e+01,9.685385215295642780e+00
2.770554110822164517e+01,8.425336478305186461e+01,9.688912732078422962e+00
2.780556111222244553e+01,8.424727070477355539e+01,9.692429700830286876e+00
2.790558111622324589e+01,8.424119430271559850e+01,9.695936143431008958e+00
2.800560112022404624e+01,8.423513555067935954e+01,9.699432081788346593e+00
2.810562112422484660e+01,8.422909442213597231e+01,9.702917537838034789e+00
2.820564112822564695e+01,8.422307088992992874e+01,9.706392533551706947e+00
2.830566113222644731e+01,8.421706492555823331e+01,9.709857090965302362e+00
2.840568113622724411e+01,8.421107650010679890e+01,9.713311232145327878e+00
2.850570114022804447e+01,8.420510558448934546e+01,9.716754979175556528e+00
2.860572114422884482e+01,8.419915214944731474e+01,9.720188354157009769e+00
2.870574114822964518e+01,8.419321616554987031e+01,9.723611379207971694e+00
2.880576115223044553e+01,8.418729760319391175e+01,9.727024076463980151e+00
2.890578115623124589e+01,8.418139643260403204e+01,9.730426468077828517e+00
2.900580116023204624e+01,8.417551262383253174e+01,9.733818576219569252e+00
2.910582116423284660e+01,8.416964614675944745e+01,9.737200423076510347e+00
2.920584116823364695e+01,8.416379697082504663e+01,9.740572030860107589e+00
2.930586117223444731e+01,8.415796506441003544e+01,9.743933421830410779e+00
2.940588117623524766e+01,8.415215039563351240e+01,9.747284618267633149e+00
2.950590118023604802e+01,8.414635293254029591e+01,9.750625642461052678e+00
2.960592118423684838e+01,8.414057264310073947e+01,9.753956516709020974e+00
2.970594118823764873e+01,8.413480949521077434e+01,9.757277263318952620e+00
2.980596119223844909e+01,8.412906345669189534e+01,9.760587904607323395e+00
2.990598119623924944e+01,8.412333449529116081e+01,9.763888462899684484e+00
3.000600120024004980e+01,8.411762257868120685e+01,9.767178960530646492e+00
3.010602120424085015e+01,8.411192767446020468e+01,9.770459419843886550e+00
3.020604120824164696e+01,8.410624974990662395e+01,9.773729863198331813e+00
3.030606121224244731e+01,8.410058877143218581e+01,9.776990312989715548e+00
3.040608121624324767e+01,8.409494470528224497e+01,9.780240791625850250e+00
3.050610122024404802e+01,8.408931751768878371e+01,9.783481321517099261e+00
3.060612122424484838e+01,8.408370717487017032e+01,9.786711925076366114e+00
3.070614122824564873e+01,8.407811364303125856e+01,9.789932624719105192e+00
3.080616123224644909e+01,8.407253688836335925e+01,9.793143442863309289e+00
3.090618123624724944e+01,8.406697687704422606e+01,9.796344401929520274e+00
3.100620124024804980e+01,8.406143357523805548e+01,9.799535524340821979e+00
3.110622124424885016e+01,8.405590694909551530e+01,9.802716832522845536e+00
3.120624124824965051e+01,8.405039696452627140e+01,9.805888348909419960e+00
3.130626125225045087e+01,8.404490358670686589e+01,9.809050095961973526e+00
3.140628125625125122e+01,8.403942678070924899e+01,9.812202096147460750e+00
3.150630126025205158e+01,8.403396651163004094e+01,9.815344371929999312e+00
3.160632126425285193e+01,8.402852274459041837e+01,9.818476945770859388e+00
3.170634126825365229e+01,8.402309544473610003e+01,9.821599840128470760e+00
3.180636127225445264e+01,8.401768457723738948e+01,9.824713077458419264e+00
3.190638127625525300e+01,8.401229010728911817e+01,9.827816680213445011e+00
3.200640128025604980e+01,8.400691200011070237e+01,9.830910670843447718e+00
3.210642128425685371e+01,8.400155022094608626e+01,9.833995071795484932e+00
3.220644128825765051e+01,8.399620473485136074e+01,9.837069905519021162e+00
3.230646129225845442e+01,8.399087550624598464e+01,9.840135194483611514e+00
3.240648129625925122e+01,8.398556249948576635e+01,9.843190961158844843e+00
3.250650130026005513e+01,8.398026567897517225e+01,9.846237228006884834e+00
3.260652130426085193e+01,8.397498500916728403e+01,9.849274017482462895e+00
3.270654130826165584e+01,8.396972045456375611e+01,9.852301352032878157e+00
3.280656131226245265e+01,8.396447197971482979e+01,9.855319254097992143e+00
3.290658131626325655e+01,8.395923954921933330e+01,9.858327746110244760e+00
3.300660132026405336e+01,8.395402312772469600e+01,9.861326850494638308e+00
3.310662132426485016e+01,8.394882267992693414e+01,9.864316589668739255e+00
3.320664132826565407e+01,8.394363817037122999e+01,9.867296986047625396e+00
3.330666133226645087e+01,8.393846956303912066e+01,9.870268062060116421e+00
3.340668133626725478e+01,8.393331682187643139e+01,9.873229840130338886e+00
3.350670134026805158e+01,8.392817991089296470e+01,9.876182342670995595e+00
3.360672134426885549e+01,8.392305879416235825e+01,9.879125592083356722e+00
3.370674134826965229e+01,8.391795343582218436e+01,9.882059610757261581e+00
3.380676135227045620e+01,8.391286380007387891e+01,9.884984421071120408e+00
3.390678135627125300e+01,8.390778985118279820e+01,9.887900045391914361e+00
3.400680136027205691e+01,8.390273155347814793e+01,9.890806506075195514e+00
3.410682136427285371e+01,8.389768887135303999e+01,9.893703825465079760e+00
3.420684136827365762e+01,8.389266176907675288e+01,9.896592025898929279e+00
3.430686137227445442e+01,8.388765021041263026e+01,9.899471129722348550e+00
3.440688137627525833e+01,8.388265415910807121e+01,9.902341159272094018e+00
3.450690138027605514e+01,8.387767357898422915e+01,9.905202136869954543e+00
3.460692138427685904e+01,8.387270843393604025e+01,9.908054084822744301e+00
3.470694138827765585e+01,8.386775868793216659e+01,9.910897025422311657e+00
3.480696139227845265e+01,8.386282430501503882e+01,9.913730980945533844e+00
3.490698139627925656e+01,8.385790524930079926e+01,9.916555973654315181e+00
3.500700140028005336e+01,8.385300148497935879e+01,9.919372025795595960e+00
3.510702140428085727e+01,8.384811297631436844e+01,9.922179159601341780e+00
3.520704140828165407e+01,8.384323968746618050e+01,9.924977397292980896e+00
3.530706141228245798e+01,8.383838158213687564e+01,9.927766761095339731e+00
3.540708141628325478e+01,8.383353862402705658e+01,9.930547273220676985e+00
3.550710142028405869e+01,8.382871077691753214e+01,9.933318955863112976e+00
3.560712142428485549e+01,8.382389800466930296e+01,9.936081831198634973e+00
3.570714142828565940e+01,8.381910027122358997e+01,9.938835921385088312e+00
3.580716143228645620e+01,8.381431754060173489e+01,9.941581248562188833e+00
3.590718143628726011e+01,8.380954977690531393e+01,9.944317834851506888e+00
3.600720144028805692e+01,8.380479694431606674e+01,9.947045702356483332e+00
3.610722144428886082e+01,8.380005900709592481e+01,9.949764873162418866e+00
3.620724144828965763e+01,8.379533592941982079e+01,9.952475369340705313e+00
3.630726145229046153e+01,8.379062767504520082e+01,9.955177212961766386e+00
3.640728145629125834e+01,8.378593420773908917e+01,9.957870426080125625e+00
3.650730146029206225e+01,8.378125549135302208e+01,9.960555030729320691e+00
3.660732146429285905e+01,8.377659148982293402e+01,9.963231048921898036e+00
3.670734146829365585e+01,8.377194216716927144e+01,9.965898502649423563e+00
3.680736147229445976e+01,8.376730748749687905e+01,9.968557413882470186e+00
3.690738147629525656e+01,8.376268741499505666e+01,9.971207804570630273e+00
3.700740148029606047e+01,8.375808191393755919e+01,9.973849696642503204e+00
3.710742148429685727e+01,8.375349094868261091e+01,9.976483112005706033e+00
3.720744148829766118e+01,8.374891448351490908e+01,9.979108072550909370e+00
3.730746149229845798e+01,8.374435248233754692e+01,9.981724600163875749e+00
3.740748149629926189e+01,8.373980490907199226e+01,9.984332716711442401e+00
3.750750150030005869e+01,8.373527172772703864e+01,9.986932444036893841e+00
3.760752150430086260e+01,8.373075290239881951e+01,9.989523803959956538e+00
3.770754150830165941e+01,8.372624839727076562e+01,9.992106818276800695e+00
3.780756151230246331e+01,8.372175817661356234e+01,9.994681508760033140e+00
3.790758151630326012e+01,8.371728220478526339e+01,9.997247897158709762e+00
3.800760152030406402e+01,8.371282044623120555e+01,9.999806005198326631e+00
3.810762152430486083e+01,8.370837286548399447e+01,1.000235585458081999e+01
3.820764152830566474e+01,8.370393942701440437e+01,1.000489746698844229e+01
3.830766153230646154e+01,8.369952009494365086e+01,1.000743086409494786e+01
3.840768153630726545e+01,8.369511483341864277e+01,1.000995606755244260e+01
3.850770154030806225e+01,8.369072360667551891e+01,1.001247309898715265e+01
3.860772154430885905e+01,8.368634637903966222e+01,1.001498197999943152e+01
