time(days),prey(ind/m3),predator(ind/m3)
6.701340268053610494e+00,9.334321112121271824e+01,3.904103628515590341e+00
6.801360272054410849e+00,9.345911183146820633e+01,3.859990114650429405e+00
6.901380276055211205e+00,9.357098437713608519e+01,3.816461947396387444e+00
7.001400280056011560e+00,9.367905158780889963e+01,3.773507541134557997e+00
7.101420284056811028e+00,9.378351988966093700e+01,3.731115745836171449e+00
7.201440288057611383e+00,9.388457269551638262e+01,3.689275967720002214e+00
7.301460292058411738e+00,9.398238367330959875e+01,3.647977974545235647e+00
7.401480296059212094e+00,9.407711926111483081e+01,3.607211824733363770e+00
7.501500300060012449e+00,9.416893866714623584e+01,3.566967867368185274e+00
7.601520304060811917e+00,9.425799386975788252e+01,3.527236742195806407e+00
7.701540308061612272e+00,9.434442961744373690e+01,3.488009379624638751e+00
7.801560312062412628e+00,9.442838342883770508e+01,3.449277000725400999e+00
7.901580316063212983e+00,9.450998516280851902e+01,3.411031105323906409e+00
8.001600320064012450e+00,9.458934996659776573e+01,3.373263493009801994e+00
8.101620324064812806e+00,9.466658136896766962e+01,3.335966290420207869e+00
8.201640328065613161e+00,9.474177875659599124e+01,3.299131813800260105e+00
8.301660332066413517e+00,9.481503760557504279e+01,3.262752560031177307e+00
8.401680336067213872e+00,9.488644948141178759e+01,3.226821206630261951e+00
8.501700340068014228e+00,9.495610203902774060e+01,3.191330611750899049e+00
8.601720344068814583e+00,9.502407902275903950e+01,3.156273814182557480e+00
8.701740348069613162e+00,9.509046026635641624e+01,3.121644033350789993e+00
8.801760352070413518e+00,9.515532164650559821e+01,3.087434668482535116e+00
8.901780356071213873e+00,9.521873113744848638e+01,3.053639293518465969e+00
9.001800360072014229e+00,9.528074739799315296e+01,3.020251703793295217e+00
9.101820364072814584e+00,9.534142657172743895e+01,2.987265836946607855e+00
9.201840368073614940e+00,9.540082281423372024e+01,2.954675748733026186e+00
9.301860372074415295e+00,9.545898829308890754e+01,2.922475613022209373e+00
9.401880376075215651e+00,9.551597318786446067e+01,2.890659721798852555e+00
9.501900380076016006e+00,9.557182569012637430e+01,2.859222485162688621e+00
9.601920384076816362e+00,9.562659200343517796e+01,2.828158431328486877e+00
9.701940388077614941e+00,9.568031634334596447e+01,2.797462206626053494e+00
9.801960392078415296e+00,9.573304087030024334e+01,2.767128575217495001e+00
9.901980396079215652e+00,9.578480221622368163e+01,2.737152420989866553e+00
1.000200040008001601e+01,9.583563237476158747e+01,2.707528763473757927e+00
1.010202040408081636e+01,9.588556256818891654e+01,2.678252716014704937e+00
1.020204040808161672e+01,9.593462298173625413e+01,2.649319475520378830e+00
1.030206041208241707e+01,9.598284276358981515e+01,2.620724322460584510e+00
1.040208041608321743e+01,9.603025002489147255e+01,2.592462620867262313e+00
1.050210042008401778e+01,9.607687183973874312e+01,2.564529818334486233e+00
1.060212042408481636e+01,9.612273424518475906e+01,2.536921446018465254e+00
1.070214042808561672e+01,9.616786224123833904e+01,2.509633118637542015e+00
1.080216043208641707e+01,9.621227975441375690e+01,2.482660534189344848e+00
1.090218043608721743e+01,9.625600779388453532e+01,2.455999470876693458e+00
1.100220044008801779e+01,9.629906494679715934e+01,2.429645799870181477e+00
1.110222044408881814e+01,9.634146940137060255e+01,2.403595462620969681e+00
1.120224044808961850e+01,9.638323880094195317e+01,2.377844463666627828e+00
1.130226045209041885e+01,9.642439024396638558e+01,2.352388870631134665e+00
1.140228045609121921e+01,9.646494028401717458e+01,2.327224814224877036e+00
1.150230046009201779e+01,9.650490492978566692e+01,2.302348488244652547e+00
1.160232046409281814e+01,9.654429964508129558e+01,2.277756149573664679e+00
1.170234046809361850e+01,9.658313934883162233e+01,2.253444118181528566e+00
1.180236047209441885e+01,9.662143839537073120e+01,2.229408776863230468e+00
1.190238047609521921e+01,9.665920959346054531e+01,2.205646566525280683e+00
1.200240048009601956e+01,9.669646446886835633e+01,2.182153996686817088e+00
1.210242048409681992e+01,9.673321433125573776e+01,2.158927632114086226e+00
1.220244048809762027e+01,9.676947019702134867e+01,2.135964087436390546e+00
1.230246049209842063e+01,9.680524278930090532e+01,2.113260027146087072e+00
1.240248049609921921e+01,9.684054253796726641e+01,2.090812165598588734e+00
1.250250050010001956e+01,9.687537957963033364e+01,2.068617267012361705e+00
1.260252050410081992e+01,9.690976375763712269e+01,2.046672145468928949e+00
1.270254050810162028e+01,9.694370462207174910e+01,2.024973664912868010e+00
1.280256051210242063e+01,9.697721141901180886e+01,2.003518738921288289e+00
1.290258051610322099e+01,9.701029256091530328e+01,1.982304325827466851e+00
1.300260052010402134e+01,9.704295576071095297e+01,1.961327437430113285e+00
1.310262052410482170e+01,9.707520860622688019e+01,1.940585130347017406e+00
1.320264052810562205e+01,9.710705852049403575e+01,1.920074501821082746e+00
1.330266053210642063e+01,9.713851276174621319e+01,1.899792689720326333e+00
1.340268053610722099e+01,9.716957842342003460e+01,1.879736872537877801e+00
1.350270054010802134e+01,9.720026243415496481e+01,1.859904269391980280e+00
1.360272054410882170e+01,9.723057155779328298e+01,1.840292140025990619e+00
1.370274054810962205e+01,9.726051239338012522e+01,1.820897784808378495e+00
1.380276055211042241e+01,9.729009136918826073e+01,1.801718544533758903e+00
1.390278055611122277e+01,9.731931444875122850e+01,1.782751795963128272e+00
1.400280056011202312e+01,9.734818719680558274e+01,1.763994959070416257e+00
1.410282056411282348e+01,9.737671509944422610e+01,1.745445490937159061e+00
1.420284056811362206e+01,9.740490354416897389e+01,1.727100882404238424e+00
1.430286057211442241e+01,9.743275781989053996e+01,1.708958658071881409e+00
1.440288057611522277e+01,9.746028311692855084e+01,1.691016376299661950e+00
1.450290058011602312e+01,9.748748452701151734e+01,1.673271629206498634e+00
1.460292058411682348e+01,9.751436704327683458e+01,1.655722042670656924e+00
1.470294058811762383e+01,9.754093556027083878e+01,1.638365276329747378e+00
1.480296059211842419e+01,9.756719487051410056e+01,1.621199023410820894e+00
1.490298059611922454e+01,9.759314949453377608e+01,1.604221006858512766e+00
1.500300060012002490e+01,9.761880371171751847e+01,1.587428985381978741e+00
1.510302060412082348e+01,9.764416174750806476e+01,1.570820748833493985e+00
1.520304060812162383e+01,9.766922776364536674e+01,1.554394115492668371e+00
1.530306061212242419e+01,9.769400585816659088e+01,1.538146932066447370e+00
1.540308061612322454e+01,9.771850006540613265e+01,1.522077073689111160e+00
1.550310062012402490e+01,9.774271435599560220e+01,1.506182443922274405e+00
1.560312062412482526e+01,9.776665263686383867e+01,1.490460974754887369e+00
1.570314062812562561e+01,9.779031875123688167e+01,1.474910626603234354e+00
1.580316063212642597e+01,9.781371647657333313e+01,1.459529388166374453e+00
1.590318063612722632e+01,9.783684942108511962e+01,1.444315273142509515e+00
1.600320064012802490e+01,9.785972103700417790e+01,1.429266325292996909e+00
1.610322064412882526e+01,9.788233473654619843e+01,1.414380614768749878e+00
1.620324064812962561e+01,9.790469388732681466e+01,1.399656235882816624e+00
1.630326065213042597e+01,9.792680181236158887e+01,1.385091307110377867e+00
1.640328065613122632e+01,9.794866179006598372e+01,1.370683971088747510e+00
1.650330066013202668e+01,9.797027705425544752e+01,1.356432394617373305e+00
1.660332066413282703e+01,9.799165079414534318e+01,1.342334768657835964e+00
1.670334066813362739e+01,9.801278615435093400e+01,1.328389308333849606e+00
1.680336067213442774e+01,9.803368623357903289e+01,1.314594252808224395e+00
1.690338067613522810e+01,9.805435401792659889e+01,1.300947862525350107e+00
1.700340068013602846e+01,9.807479238559358237e+01,1.287448423470134662e+00
1.710342068413682881e+01,9.809500418323493420e+01,1.274094244152253363e+00
1.720344068813762917e+01,9.811499222396894027e+01,1.260883653763544610e+00
1.730346069213842952e+01,9.813475928737716458e+01,1.247815002178011667e+00
1.740348069613922632e+01,9.815430811950447776e+01,1.234886659951822674e+00
1.750350070014002668e+01,9.817364143285904277e+01,1.222097018323307971e+00
1.760352070414082704e+01,9.819276190641231494e+01,1.209444489212964324e+00
1.770354070814162739e+01,9.821167218559905621e+01,1.196927505223451371e+00
1.780356071214242775e+01,9.823037488144153428e+01,1.184544519534611817e+00
1.790358071614322810e+01,9.824887252509948610e+01,1.172294003594567924e+00
1.800360072014402846e+01,9.826716756859087809e+01,1.160174450718261641e+00
1.810362072414482881e+01,9.828526243798951612e+01,1.148184373559658411e+00
1.820364072814562917e+01,9.830315953271394847e+01,1.136322302576590504e+00
1.830366073214642952e+01,9.832086122552749430e+01,1.124586786030757679e+00
1.840368073614722988e+01,9.833836986253820101e+01,1.112976389987725856e+00
1.850370074014803023e+01,9.835568776319883000e+01,1.101489698316928223e+00
1.860372074414883059e+01,9.837281722030692777e+01,1.090125312691664794e+00
1.870374074814963095e+01,9.838976050000476903e+01,1.078881852589102186e+00
1.880376075215043130e+01,9.840651984116303197e+01,1.067757955200372866e+00
1.890378075615123166e+01,9.842309742288827579e+01,1.056752273496086580e+00
1.900380076015203201e+01,9.843949536350476137e+01,1.045863479281429420e+00
1.910382076415283237e+01,9.845571575939993636e+01,1.035090261047971083e+00
1.920384076815363272e+01,9.847176068493423884e+01,1.024431322686667700e+00
1.930386077215442953e+01,9.848763219244122524e+01,1.013885383487860725e+00
1.940388077615522988e+01,9.850333231222744246e+01,1.003451178141276268e+00
1.950390078015603024e+01,9.851886305257252729e+01,9.931274567360274252e-01
1.960392078415683059e+01,9.853422639972913544e+01,9.829129847606120629e-01
1.970394078815763095e+01,9.854942431792298407e+01,9.728065431029139232e-01
1.980396079215843130e+01,9.856445874890098935e+01,9.628069279728997953e-01
1.990398079615923166e+01,9.857933158781284533e+01,9.529129492778500854e-01
2.000400080016003201e+01,9.859404468153780954e+01,9.431234332283591204e-01
2.010402080416083237e+01,9.860859985807724115e+01,9.334372204951171259e-01
2.020404080816163273e+01,9.862299892675611090e+01,9.238531651238888198e-01
2.030406081216243308e+01,9.863724367822301531e+01,9.143701345355140786e-01
2.040408081616323344e+01,9.865133588445019086e+01,9.049870095259073821e-01
2.050410082016403379e+01,9.866527729873354247e+01,8.957026842660583688e-01
2.060412082416483415e+01,9.867906965569254396e+01,8.865160663020312803e-01
2.070414082816563450e+01,9.869271467127035180e+01,8.774260765549651842e-01
2.080416083216643486e+01,9.870621404239224717e+01,8.684316492543217025e-01
2.090418083616723521e+01,9.871956942856935768e+01,8.595317305686924758e-01
2.100420084016803557e+01,9.873278245007230680e+01,8.507252808388405807e-01
2.110422084416883237e+01,9.874585471074227883e+01,8.420112729848399091e-01
2.120424084816963273e+01,9.875878779832079601e+01,8.333886915866285383e-01
2.130426085217043308e+01,9.877158328444960489e+01,8.248565328840103961e-01
2.140428085617123344e+01,9.878424272467083256e+01,8.164138047766538175e-01
2.150430086017203379e+01,9.879676765842681618e+01,8.080595268240925444e-01
2.160432086417283415e+01,9.880915960906024509e+01,7.997927302457249477e-01
2.170434086817363450e+01,9.882142008381408971e+01,7.916124579208144718e-01
2.180436087217443486e+01,9.883355057356803286e+01,7.835177643306043826e-01
2.190438087617523522e+01,9.884555253854280465e+01,7.755077144002110456e-01
2.200440088017603557e+01,9.885742740653853389e+01,7.675813854203378250e-01
2.210442088417683593e+01,9.886917659095036015e+01,7.597378656630057181e-01
2.220444088817763628e+01,9.888080149114558992e+01,7.519762535987218888e-01
2.230446089217843664e+01,9.889230349246368235e+01,7.442956578964792236e-01
2.240448089617923699e+01,9.890368396621623504e+01,7.366951974237567757e-01
2.250450090018003735e+01,9.891494426968701248e+01,7.291740012465193210e-01
2.260452090418083770e+01,9.892608574613191763e+01,7.217312086292176909e-01
2.270454090818163806e+01,9.893710972477903454e+01,7.143659690347887725e-01
2.280456091218243841e+01,9.894801752062241462e+01,7.070774420742556021e-01
2.290458091618323522e+01,9.895881042317537890e+01,6.998647965234130464e-01
2.300460092018403557e+01,9.896948969485676173e+01,6.927272119833117747e-01
2.310462092418483593e+01,9.898005658539042884e+01,6.856638776716624806e-01
2.320464092818563628e+01,9.899051233219029200e+01,6.786739917533941568e-01
2.330466093218643664e+01,9.900085816036033748e+01,6.717567613406542071e-01
2.340468093618723699e+01,9.901109528269459759e+01,6.649114024928084454e-01
2.350470094018803735e+01,9.902122489967719332e+01,6.581371402164408746e-01
2.360472094418883771e+01,9.903124819948226332e+01,6.514332084653543520e-01
2.370474094818963806e+01,9.904116635797403490e+01,6.447988501405699235e-01
2.380476095219043842e+01,9.905098053854428031e+01,6.382333170462755056e-01
2.390478095619123877e+01,9.906069188319388275e+01,6.317358690517487219e-01
2.400480096019203913e+01,9.907030151108814664e+01,6.253057755315390986e-01
2.410482096419283948e+01,9.907981053016247586e+01,6.189423143060475141e-01
2.420484096819363984e+01,9.908922003749619023e+01,6.126447710667262125e-01
2.430486097219444019e+01,9.909853111931256819e+01,6.064124393760779164e-01
2.440488097619524055e+01,9.910774485097886100e+01,6.002446206676563811e-01
2.450490098019604090e+01,9.911686229700623585e+01,5.941406242460665066e-01
2.460492098419684126e+01,9.912588451104983278e+01,5.880997672869637816e-01
2.470494098819763806e+01,9.913481253590869358e+01,5.821213748370549501e-01
2.480496099219843842e+01,9.914364740339728144e+01,5.762047797754530354e-01
2.490498099619923877e+01,9.915239012723779410e+01,5.703493220967472688e-01
2.500500100020003913e+01,9.916104170177929689e+01,5.645543501644848527e-01
2.510502100420083949e+01,9.916960311140822171e+01,5.588192197792902771e-01
2.520504100820163984e+01,9.917807533090228844e+01,5.531432936834658198e-01
2.530506101220244020e+01,9.918645932543051913e+01,5.475259415609917690e-01
2.540508101620324055e+01,9.919475605055325218e+01,5.419665400375264230e-01
2.550510102020404091e+01,9.920296645222211396e+01,5.364644726804060904e-01
2.560512102420484126e+01,9.921109146678001878e+01,5.310191299986448676e-01
2.570514102820564162e+01,9.921913202096122575e+01,5.256299094429350838e-01
2.580516103220644197e+01,9.922708903178943274e+01,5.202962153716301774e-01
2.590518103620724233e+01,9.923496340089589296e+01,5.150174584352650298e-01
2.600520104020804268e+01,9.924275601338715092e+01,5.097930566710817679e-01
2.610522104420884304e+01,9.925046774551084638e+01,5.046224346808153571e-01
2.620524104820964340e+01,9.925809946498607417e+01,4.995050232022380521e-01
2.630526105221044375e+01,9.926565203100342671e+01,4.944402591091596744e-01
2.640528105621124411e+01,9.927312629422497992e+01,4.894275854114275015e-01
2.650530106021204446e+01,9.928052309678429310e+01,4.844664512549260449e-01
2.660532106421284126e+01,9.928784327228640905e+01,4.795563119215776049e-01
2.670534106821364162e+01,9.929508764580788238e+01,4.746966288293412162e-01
2.680536107221444198e+01,9.930225703381617564e+01,4.698868695021743425e-01
2.690538107621524233e+01,9.930935223961940039e+01,4.651265070398490908e-01
2.700540108021604269e+01,9.931637405236483573e+01,4.604150210765444728e-01
2.710542108421684304e+01,9.932332325330706624e+01,4.557518970534065739e-01
2.720544108821764340e+01,9.933020061611384222e+01,4.511366258467942036e-01
2.730546109221844375e+01,9.933700690686603707e+01,4.465687037682789517e-01
2.740548109621924411e+01,9.934374288405766151e+01,4.420476325646450211e-01
2.750550110022004446e+01,9.935040929859590619e+01,4.375729194178893944e-01
2.760552110422084482e+01,9.935700689380104222e+01,4.331440769452217232e-01
2.770554110822164517e+01,9.936353640540652066e+01,4.287606231990643835e-01
2.780556111222244553e+01,9.936999856149540733e+01,4.244220816404450924e-01
2.790558111622324589e+01,9.937639407885299647e+01,4.201279806808101425e-01
2.800560112022404624e+01,9.938272366207915809e+01,4.158778545238875912e-01
2.810562112422484660e+01,9.938898800873037942e+01,4.116712425205197867e-01
2.820564112822564695e+01,9.939518780960128197e+01,4.075076888451431567e-01
2.830566113222644731e+01,9.940132374872457888e+01,4.033867424957882086e-01
2.840568113622724411e+01,9.940739650337114597e+01,3.993079572940796407e-01
2.850570114022804447e+01,9.941340674404996491e+01,3.952708918852359532e-01
2.860572114422884482e+01,9.941935513450813744e+01,3.912751097380700038e-01
2.870574114822964518e+01,9.942524233173091375e+01,3.873201791449887854e-01
2.880576115223044553e+01,9.943106898589181242e+01,3.834056731983601640e-01
2.890578115623124589e+01,9.943683573742815440e+01,3.795311693933270392e-01
2.900580116023204624e+01,9.944254321625211901e+01,3.756962503690423616e-01
2.910582116423284660e+01,9.944819204598142903e+01,3.719005033352084100e-01
2.920584116823364695e+01,9.945378284419754777e+01,3.681435197897565126e-01
2.930586117223444731e+01,9.945931622244560799e+01,3.644248955188472139e-01
2.940588117623524766e+01,9.946479278623455400e+01,3.607442305968698304e-01
2.950590118023604802e+01,9.947021313503697115e+01,3.571011293864428948e-01
2.960592118423684838e+01,9.947557786228924215e+01,3.534952005384139895e-01
2.970594118823764873e+01,9.948088755539141914e+01,3.499260569918596908e-01
2.980596119223844909e+01,9.948614279566847074e+01,3.463933159530396821e-01
2.990598119623924944e+01,9.949134415602588888e+01,3.428965985500873614e-01
3.000600120024004980e+01,9.949649220024636520e+01,3.394355304871770618e-01
3.010602120424085015e+01,9.950158748648038909e+01,3.360097415337912063e-01
3.020604120824164696e+01,9.950663056748246049e+01,3.326188652777263277e-01
3.030606121224244731e+01,9.951162199061100466e+01,3.292625391250925126e-01
3.040608121624324767e+01,9.951656229782841478e+01,3.259404043003141793e-01
3.050610122024404802e+01,9.952145202570102356e+01,3.226521058461295777e-01
3.060612122424484838e+01,9.952629170539913162e+01,3.193972926235909005e-01
3.070614122824564873e+01,9.953108186269702173e+01,3.161756173120642832e-01
3.080616123224644909e+01,9.953582301794287446e+01,3.129867363904424993e-01
3.090618123624724944e+01,9.954051568418076101e+01,3.098303098361110397e-01
3.100620124024804980e+01,9.954516036652175615e+01,3.067060017035208586e-01
3.110622124424885016e+01,9.954975756503179696e+01,3.036134796685110993e-01
3.120624124824965051e+01,9.955430777494726158e+01,3.005524148117142968e-01
3.130626125225045087e+01,9.955881148667486968e+01,2.975224816185562116e-01
3.140628125625125122e+01,9.956326918579173935e+01,2.945233579792559397e-01
3.150630126025205158e+01,9.956768135304540124e+01,2.915547251888258584e-01
3.160632126425285193e+01,9.957204846435375600e+01,2.886162679470717363e-01
3.170634126825365229e+01,9.957637099080507426e+01,2.857076743585925116e-01
3.180636127225445264e+01,9.958064939863514553e+01,2.828286359159720154e-01
3.190638127625525300e+01,9.958488414772415354e+01,2.799788472366627201e-01
3.200640128025604980e+01,9.958907569103300261e+01,2.771580065757155431e-01
3.210642128425685371e+01,9.959322447699894099e+01,2.743658154185691367e-01
3.220644128825765051e+01,9.959733094973194056e+01,2.716019782907040936e-01
3.230646129225845442e+01,9.960139554901464010e+01,2.688662027576414482e-01
3.240648129625925122e+01,9.960541871030238781e+01,2.661581994249443417e-01
3.250650130026005513e+01,9.960940086472321298e+01,2.634776819382164126e-01
3.260652130426085193e+01,9.961334243907784014e+01,2.608243669831031841e-01
3.270654130826165584e+01,9.961724385583966068e+01,2.581979742852909543e-01
3.280656131226245265e+01,9.962110553313758032e+01,2.555982265954385713e-01
3.290658131626325655e+01,9.962492788355477558e+01,2.530248494586414543e-01
3.300660132026405336e+01,9.962871131362206256e+01,2.504775716696401311e-01
3.310662132426485016e+01,9.963245622581074201e+01,2.479561249083930274e-01
3.320664132826565407e+01,9.963616301871114445e+01,2.454602435724660414e-01
3.330666133226645087e+01,9.963983208703263017e+01,2.429896647770327933e-01
3.340668133626725478e+01,9.964346382160358928e+01,2.405441283548735154e-01
3.350670134026805158e+01,9.964705860937144166e+01,2.381233768563764119e-01
3.360672134426885549e+01,9.965061683340266541e+01,2.357271555495363546e-01
3.370674134826965229e+01,9.965413887288275419e+01,2.333552124199560485e-01
3.380676135227045620e+01,9.965762510310356959e+01,2.310072981573093043e-01
3.390678135627125300e+01,9.966107589450513160e+01,2.286831659528923144e-01
3.400680136027205691e+01,9.966449161221937914e+01,2.263825719044350038e-01
3.410682136427285371e+01,9.966787261773237105e+01,2.241052746895398629e-01
3.420684136827365762e+01,9.967121926904653151e+01,2.218510354178204746e-01
3.430686137227445442e+01,9.967453192068062151e+01,2.196196176309027359e-01
3.440688137627525833e+01,9.967781092366983842e+01,2.174107873024235804e-01
3.450690138027605514e+01,9.968105662556565960e+01,2.152243128380322834e-01
3.460692138427685904e+01,9.968426937043599878e+01,2.130599650753891017e-01
3.470694138827765585e+01,9.968744949886509232e+01,2.109175172841666890e-01
3.480696139227845265e+01,9.969059734794450378e+01,2.087967451538693398e-01
3.490698139627925656e+01,9.969371325051048416e+01,2.066974266156670625e-01
3.500700140028005336e+01,9.969679753473232608e+01,2.046193422029431164e-01
3.510702140428085727e+01,9.969985052550271121e+01,2.025622747583152861e-01
3.520704140828165407e+01,9.970287254458496307e+01,2.005260093029825330e-01
3.530706141228245798e+01,9.970586391061300446e+01,1.985103330367237184e-01
3.540708141628325478e+01,9.970882493909144273e+01,1.965150353378988801e-01
3.550710142028405869e+01,9.971175594239545603e+01,1.945399077634480389e-01
3.560712142428485549e+01,9.971465722977092128e+01,1.925847440488923368e-01
3.570714142828565940e+01,9.971752910733428621e+01,1.906493401083328709e-01
3.580716143228645620e+01,9.972037187806648717e+01,1.887334940234749736e-01
3.590718143628726011e+01,9.972318584120759510e+01,1.868370058865177208e-01
3.600720144028805692e+01,9.972597129188490328e+01,1.849596781217268116e-01
3.610722144428886082e+01,9.972872852227915530e+01,1.831013152223066875e-01
3.620724144828965763e+01,9.973145782175804186e+01,1.812617236347741356e-01
3.630726145229046153e+01,9.973415947687618655e+01,1.794407117589571499e-01
3.640728145629125834e+01,9.973683377137520267e+01,1.776380899479959863e-01
3.650730146029206225e+01,9.973948098618360802e+01,1.758536705083421359e-01
3.660732146429285905e+01,9.974210139941693853e+01,1.740872676997594071e-01
3.670734146829365585e+01,9.974469528637762039e+01,1.723386977353229543e-01
3.680736147229445976e+01,9.974726291955114732e+01,1.706077787715119531e-01
3.690738147629525656e+01,9.974980456812720320e+01,1.688943307694113771e-01
3.700740148029606047e+01,9.975232049766326270e+01,1.671981757818873093e-01
3.710742148429685727e+01,9.975481097106556660e+01,1.655191377170442124e-01
3.720744148829766118e+01,9.975727624871009880e+01,1.638570422357516765e-01
3.730746149229845798e+01,9.975971658844260048e+01,1.622117167516455016e-01
3.740748149629926189e+01,9.976213224557855597e+01,1.605829904311266709e-01
3.750750150030005869e+01,9.976452347290323530e+01,1.589706941933622941e-01
3.760752150430086260e+01,9.976689052067163743e+01,1.573746607102847195e-01
3.770754150830165941e+01,9.976923363660850441e+01,1.557947244065923387e-01
3.780756151230246331e+01,9.977155306590621819e+01,1.542307214507940005e-01
3.790758151630326012e+01,9.977384905084747402e+01,1.526824896323757119e-01
3.800760152030406402e+01,9.977612183050074179e+01,1.511498686185588358e-01
3.810762152430486083e+01,9.977837164154777838e+01,1.496326997414706428e-01
3.820764152830566474e+01,9.978059871839323591e+01,1.481308259072136591e-01
3.830766153230646154e+01,9.978280329316460495e+01,1.466440915958664715e-01
3.840768153630726545e+01,9.978498559571231397e+01,1.451723428614829225e-01
3.850770154030806225e+01,9.978714585360961564e+01,1.437154273320929154e-01
3.860772154430885905e+01,9.978928429215267215e+01,1.422731942097017754e-01
