time(days),prey(ind/m3),predator(ind/m3)
2.850570114022804447e+01,9.432684711573735115e+01,3.687204944451904165e+00
2.860572114422884482e+01,9.434019884523287658e+01,3.678720302603938563e+00
2.870574114822964518e+01,9.435350287956534032e+01,3.670264970163069407e+00
2.880576115223044553e+01,9.436675946750722233e+01,3.661838799891052432e+00
2.890578115623124589e+01,9.437996885717377893e+01,3.653441645520923764e+00
2.900580116023204624e+01,9.439313129602309971e+01,3.645073361756998587e+00
2.910582116423284660e+01,9.440624703085606484e+01,3.636733804274871140e+00
2.920584116823364695e+01,9.441931630781640195e+01,3.628422829721415166e+00
2.930586117223444731e+01,9.443233937233826225e+01,3.620140295712976464e+00
2.940588117623524766e+01,9.444531646488458421e+01,3.611886060803664922e+00
2.950590118023604802e+01,9.445824781913798063e+01,3.603659984591298215e+00
2.960592118423684838e+01,9.447113366791552380e+01,3.595461927612877862e+00
2.970594118823764873e+01,9.448397424345809270e+01,3.587291751298051778e+00
2.980596119223844909e+01,9.449676977743038719e+01,3.579149317969112953e+00
2.990598119623924944e+01,9.450952050092092804e+01,3.571034490840999442e+00
3.000600120024004980e+01,9.452222664444207112e+01,3.562947134021295259e+00
3.010602120424085015e+01,9.453488843792995056e+01,3.554887112510229041e+00
3.020604120824164696e+01,9.454750611074456401e+01,3.546854292200675385e+00
3.030606121224244731e+01,9.456007989162007732e+01,3.538848539876484622e+00
3.040608121624324767e+01,9.457261000470070655e+01,3.530869723183935438e+00
3.050610122024404802e+01,9.458509666788346237e+01,3.522917710727720753e+00
3.060612122424484838e+01,9.459754009829114807e+01,3.514992371976043639e+00
3.070614122824564873e+01,9.460994051253771886e+01,3.507093577218749481e+00
3.080616123224644909e+01,9.462229812672825346e+01,3.499221197567326858e+00
3.090618123624724944e+01,9.463461315645898253e+01,3.491375104954906661e+00
3.100620124024804980e+01,9.464688581681727442e+01,3.483555172136262978e+00
3.110622124424885016e+01,9.465911632238162099e+01,3.475761272687812653e+00
3.120624124824965051e+01,9.467130488722169446e+01,3.467993281007615280e+00
3.130626125225045087e+01,9.468345172485111050e+01,3.460251072313833554e+00
3.140628125625125122e+01,9.469555704453232181e+01,3.452534522618999624e+00
3.150630126025205158e+01,9.470762104975678142e+01,3.444843508817141853e+00
3.160632126425285193e+01,9.471964394332053416e+01,3.437177908597409903e+00
3.170634126825365229e+01,9.473162592756794709e+01,3.429537600406346698e+00
3.180636127225445264e+01,9.474356720439182311e+01,3.421922463447885310e+00
3.190638127625525300e+01,9.475546797523327314e+01,3.414332377683352515e+00
3.200640128025604980e+01,9.476732844108178710e+01,3.406767223831467017e+00
3.210642128425685371e+01,9.477914880247520557e+01,3.399226883368338115e+00
3.220644128825765051e+01,9.479092925949973392e+01,3.391711238527469252e+00
3.230646129225845442e+01,9.480267001174512131e+01,3.384220172298329832e+00
3.240648129625925122e+01,9.481437125485417994e+01,3.376753568403141781e+00
3.250650130026005513e+01,9.482603317912771956e+01,3.369311311376081086e+00
3.260652130426085193e+01,9.483765597423996496e+01,3.361893286484523014e+00
3.270654130826165584e+01,9.484923982946294529e+01,3.354499379694980021e+00
3.280656131226245265e+01,9.486078493366646569e+01,3.347129477673103981e+00
3.290658131626325655e+01,9.487229147531807882e+01,3.339783467783682624e+00
3.300660132026405336e+01,9.488375964248312755e+01,3.332461238090643985e+00
3.310662132426485016e+01,9.489518962282473069e+01,3.325162677357051955e+00
3.320664132826565407e+01,9.490658160360376883e+01,3.317887675045109397e+00
3.330666133226645087e+01,9.491793577163615225e+01,3.310636121314838753e+00
3.340668133626725478e+01,9.492925231006636011e+01,3.303407907003103716e+00
3.350670134026805158e+01,9.494053139708537969e+01,3.296202923695729758e+00
3.360672134426885549e+01,9.495177321031843576e+01,3.289021063655563459e+00
3.370674134826965229e+01,9.496297792703167318e+01,3.281862219791680690e+00
3.380676135227045620e+01,9.497414572413211431e+01,3.274726285659381286e+00
3.390678135627125300e+01,9.498527677816767323e+01,3.267613155460193930e+00
3.400680136027205691e+01,9.499637126532718412e+01,3.260522724041870823e+00
3.410682136427285371e+01,9.500742936144035866e+01,3.253454886898392573e+00
3.420684136827365762e+01,9.501845124197778603e+01,3.246409540169964636e+00
3.430686137227445442e+01,9.502943708201023298e+01,3.239386580641797853e+00
3.440688137627525833e+01,9.504038705318754410e+01,3.232385905725124520e+00
3.450690138027605514e+01,9.505130132255959552e+01,3.225407413522964006e+00
3.460692138427685904e+01,9.506218005666448789e+01,3.218451002764310509e+00
3.470694138827765585e+01,9.507302342171909970e+01,3.211516572776248246e+00
3.480696139227845265e+01,9.508383158361912990e+01,3.204604023483945241e+00
3.490698139627925656e+01,9.509460470793909792e+01,3.197713255410657762e+00
3.500700140028005336e+01,9.510534295993232945e+01,3.190844169677729436e+00
3.510702140428085727e+01,9.511604650453094223e+01,3.183996668004588582e+00
3.520704140828165407e+01,9.512671550634588868e+01,3.177170652708752208e+00
3.530706141228245798e+01,9.513735012962801818e+01,3.170366026704687812e+00
3.540708141628325478e+01,9.514795053543605263e+01,3.163582693486616915e+00
3.550710142028405869e+01,9.515851688055138879e+01,3.156820557188561249e+00
3.560712142428485549e+01,9.516904932129170902e+01,3.150079522524061204e+00
3.570714142828565940e+01,9.517954801368701112e+01,3.143359494760874284e+00
3.580716143228645620e+01,9.519001311347957994e+01,3.136660379720979552e+00
3.590718143628726011e+01,9.520044477612404421e+01,3.129982083780573632e+00
3.600720144028805692e+01,9.521084315678736232e+01,3.123324513870073815e+00
3.610722144428886082e+01,9.522120841034879390e+01,3.116687577474114956e+00
3.620724144828965763e+01,9.523154069139991407e+01,3.110071182631553466e+00
3.630726145229046153e+01,9.524184015420742355e+01,3.103475237934407716e+00
3.640728145629125834e+01,9.525210695005546313e+01,3.096899652512254075e+00
3.650730146029206225e+01,9.526234122624595102e+01,3.090344336087131438e+00
3.660732146429285905e+01,9.527254312966009309e+01,3.083809198918243677e+00
3.670734146829365585e+01,9.528271280692112555e+01,3.077294151778977138e+00
3.680736147229445976e+01,9.529285040439434340e+01,3.070799105956902419e+00
3.690738147629525656e+01,9.530295606818704357e+01,3.064323973253775701e+00
3.700740148029606047e+01,9.531302994414861018e+01,3.057868665985535639e+00
3.710742148429685727e+01,9.532307217787042930e+01,3.051433096982307802e+00
3.720744148829766118e+01,9.533308291468591733e+01,3.045017179588399792e+00
3.730746149229845798e+01,9.534306229963497969e+01,3.038620827661323354e+00
3.740748149629926189e+01,9.535301047496729154e+01,3.032243955557603066e+00
3.750750150030005869e+01,9.536292757922079488e+01,3.025886478183060113e+00
3.760752150430086260e+01,9.537281375055131605e+01,3.019548310942006264e+00
3.770754150830165941e+01,9.538266912688312971e+01,3.013229369716349026e+00
3.780756151230246331e+01,9.539249384590898728e+01,3.006929570865587653e+00
3.790758151630326012e+01,9.540228804509014537e+01,3.000648831226817137e+00
3.800760152030406402e+01,9.541205186165629470e+01,2.994387068114725103e+00
3.810762152430486083e+01,9.542178543260560275e+01,2.988144199321594030e+00
3.820764152830566474e+01,9.543148889470471374e+01,2.981920143117299027e+00
3.830766153230646154e+01,9.544116238445468525e+01,2.975714818248394788e+00
3.840768153630726545e+01,9.545080603574326972e+01,2.969528143925200592e+00
3.850770154030806225e+01,9.546041997899482112e+01,2.963360039867896756e+00
3.860772154430885905e+01,9.547000434428628068e+01,2.957210426259802905e+00
